60,SCR
58,BEN
58,MIK
57,HHH
57,GGG
57,MRK
57,Poo
55,HHH
55,KTE
55,DXR
55,MAT
55,ALX
55,MHA
54,New
54,HEL
54,MIK
53,VIC
53,MRK
51,MIC
50,MRK
49,VXE
47,TYL
46,MKI
44,DVD
40,TER
35,JOA
30,ARR
28,ASH
20,NAT
10,JAZ
7,HNH
6,JJJ
3,MTR
1,HHH
